action,source,destination,reason,kept_instead
SKIPPED,9a Duplicates/FLV/Shane tells tissue joke 2.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Shane tells tissue joke 2.mp4
SKIPPED,2 Review/Shanna tells helen keller joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Shanna tells helen keller joke.mp4
SKIPPED,9a Duplicates/FLV/Shanna tells helen keller joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Shanna tells helen keller joke.mp4
SKIPPED,2 Review/Shannon tells an Mississippi joke 2.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Shannon tells an Mississippi joke 2.mp4
SKIPPED,9a Duplicates/FLV/Shannon tells an Mississippi joke 2.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Shannon tells an Mississippi joke 2.mp4
SKIPPED,2 Review/Shannon tells dentist joke 3.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Shannon tells dentist joke 3.mp4
SKIPPED,9a Duplicates/FLV/Shannon tells dentist joke 3.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Shannon tells dentist joke 3.mp4
SKIPPED,2 Review/sharon copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/sharon copy.mp4
SKIPPED,2 Review/Shaun tells a Priest joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Shaun tells a Priest joke.mp4
SKIPPED,9a Duplicates/FLV/Shaun tells a Priest joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Shaun tells a Priest joke.mp4
SKIPPED,2 Review/Shawn tells a 21 year old jokeR.wmv,,"same base name, lower-priority format",2 Review/Shawn tells a 21 year old jokeR.mp4
SKIPPED,9a Duplicates/FLV/Shawn tells a 21 year old jokeR.flv,,"same base name, lower-priority format",2 Review/Shawn tells a 21 year old jokeR.mp4
SKIPPED,2 Review/Shawn tells a baby seal jokePG.wmv,,"same base name, lower-priority format",2 Review/Shawn tells a baby seal jokePG.mp4
SKIPPED,9a Duplicates/FLV/Shawn tells a baby seal jokePG.flv,,"same base name, lower-priority format",2 Review/Shawn tells a baby seal jokePG.mp4
SKIPPED,2 Review/Shawn tells a woods jokeR.wmv,,"same base name, lower-priority format",2 Review/Shawn tells a woods jokeR.mp4
SKIPPED,9a Duplicates/FLV/Shawn tells a woods jokeR.flv,,"same base name, lower-priority format",2 Review/Shawn tells a woods jokeR.mp4
SKIPPED,2 Review/shawngtellstheelephantjokePG.wmv,,"same base name, lower-priority format",2 Review/shawngtellstheelephantjokePG.mp4
SKIPPED,9a Duplicates/FLV/shawngtellstheelephantjokePG.flv,,"same base name, lower-priority format",2 Review/shawngtellstheelephantjokePG.mp4
SKIPPED,9a Duplicates/MP4 bad audio/shayla tells a gay horse joke.mp4,,same base name and format in different folder,2 Review/shayla tells a gay horse joke.mp4
SKIPPED,9a Duplicates/FLV/shayla tells a gay horse joke.flv,,"same base name, lower-priority format",2 Review/shayla tells a gay horse joke.mp4
SKIPPED,2 Review/Sheena tells a wise joke13.wmv,,"same base name, lower-priority format",2 Review/Sheena tells a wise joke13.mp4
SKIPPED,9a Duplicates/FLV/Sheena tells a wise joke13.flv,,"same base name, lower-priority format",2 Review/Sheena tells a wise joke13.mp4
SKIPPED,2 Review/Sheila tells a super bowl joke.mov,,"same base name, lower-priority format",2 Review/Sheila tells a super bowl joke.mp4
SKIPPED,9a Duplicates/FLV/Sheila tells a super bowl joke.flv,,"same base name, lower-priority format",2 Review/Sheila tells a super bowl joke.mp4
SKIPPED,2 Review/Sheldon tells a skeleton jokePG.wmv,,"same base name, lower-priority format",2 Review/Sheldon tells a skeleton jokePG.mp4
SKIPPED,9a Duplicates/FLV/Sheldon tells a skeleton jokePG.flv,,"same base name, lower-priority format",2 Review/Sheldon tells a skeleton jokePG.mp4
SKIPPED,2 Review/Sheldon tells a wife jokeR.wmv,,"same base name, lower-priority format",2 Review/Sheldon tells a wife jokeR.mp4
SKIPPED,9a Duplicates/FLV/Sheldon tells a wife jokeR.flv,,"same base name, lower-priority format",2 Review/Sheldon tells a wife jokeR.mp4
SKIPPED,2 Review/sherry copy.mov,,"same base name, lower-priority format",2 Review/sherry copy.mp4
SKIPPED,9a Duplicates/FLV/sherry copy.flv,,"same base name, lower-priority format",2 Review/sherry copy.mp4
SKIPPED,2 Review/sheryl copy.mov,,"same base name, lower-priority format",2 Review/sheryl copy.mp4
SKIPPED,9a Duplicates/FLV/sheryl copy.flv,,"same base name, lower-priority format",2 Review/sheryl copy.mp4
SKIPPED,2 Review/Sheryl tells a yo momma joke.mov,,"same base name, lower-priority format",2 Review/Sheryl tells a yo momma joke.mp4
SKIPPED,9a Duplicates/FLV/Sheryl tells a yo momma joke.flv,,"same base name, lower-priority format",2 Review/Sheryl tells a yo momma joke.mp4
SKIPPED,2 Review/shirley copy.mov,,"same base name, lower-priority format",2 Review/shirley copy.mp4
SKIPPED,2 Review/Shoebia tells mickey mouse joke 4.mov,,"same base name, lower-priority format",2 Review/Shoebia tells mickey mouse joke 4.mp4
SKIPPED,9a Duplicates/FLV/Shoebia tells mickey mouse joke 4.flv,,"same base name, lower-priority format",2 Review/Shoebia tells mickey mouse joke 4.mp4
SKIPPED,2 Review/Simon tells a pillow jokePG.wmv,,"same base name, lower-priority format",2 Review/Simon tells a pillow jokePG.mp4
SKIPPED,9a Duplicates/FLV/Simon tells a pillow jokePG.flv,,"same base name, lower-priority format",2 Review/Simon tells a pillow jokePG.mp4
SKIPPED,9a Duplicates/FLV/sister's period copy-1.flv,,"same base name, lower-priority format",2 Review/sister's period copy-1.mp4
SKIPPED,2 Review/skeleton joke copy.mov,,"same base name, lower-priority format",2 Review/skeleton joke copy.mp4
SKIPPED,9a Duplicates/FLV/skeleton joke copy.flv,,"same base name, lower-priority format",2 Review/skeleton joke copy.mp4
SKIPPED,9a Duplicates/MP4 bad audio/sloane tells a gay midget joke.mp4,,same base name and format in different folder,2 Review/sloane tells a gay midget joke.mp4
SKIPPED,9a Duplicates/FLV/sloane tells a gay midget joke.flv,,"same base name, lower-priority format",2 Review/sloane tells a gay midget joke.mp4
SKIPPED,9a Duplicates/MP4 bad audio/smitty tells a sea gull joke.mp4,,same base name and format in different folder,2 Review/smitty tells a sea gull joke.mp4
SKIPPED,9a Duplicates/FLV/smitty tells a sea gull joke.flv,,"same base name, lower-priority format",2 Review/smitty tells a sea gull joke.mp4
SKIPPED,9a Duplicates/FLV/snail joke copy.flv,,"same base name, lower-priority format",2 Review/snail joke copy.mp4
SKIPPED,2 Review/snake joke copy.mov,,"same base name, lower-priority format",2 Review/snake joke copy.mp4
SKIPPED,9a Duplicates/FLV/snake joke copy.flv,,"same base name, lower-priority format",2 Review/snake joke copy.mp4
SKIPPED,9a Duplicates/FLV/snoop dogg laundry copy.flv,,"same base name, lower-priority format",2 Review/snoop dogg laundry copy.mp4
SKIPPED,9a Duplicates/FLV/snoop dogg umbrella copy.flv,,"same base name, lower-priority format",2 Review/snoop dogg umbrella copy.mp4
SKIPPED,9a Duplicates/FLV/snowman joke copy.flv,,"same base name, lower-priority format",9a Duplicates/snowman joke copy.mp4
SKIPPED,9a Duplicates/FLV/some young boy copy.flv,,"same base name, lower-priority format",2 Review/some young boy copy.mp4
SKIPPED,9a Duplicates/Duplicates/Someone almost tells an ethnic jokeR.wmv,,"same base name, lower-priority format",2 Review/Someone almost tells an ethnic jokeR.mp4
SKIPPED,9a Duplicates/FLV/Someone almost tells an ethnic jokeR.flv,,"same base name, lower-priority format",2 Review/Someone almost tells an ethnic jokeR.mp4
SKIPPED,2 Review/sonja copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/sonja copy.mp4
SKIPPED,9a Duplicates/FLV/sonja copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/sonja copy.mp4
SKIPPED,2 Review/spearing a whale copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/spearing a whale copy.mp4
SKIPPED,9a Duplicates/FLV/spearing a whale copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/spearing a whale copy.mp4
SKIPPED,9a Duplicates/MP4 bad audio/spencer 2 copy.mp4,,same base name and format in different folder,2 Review/spencer 2 copy.mp4
SKIPPED,9a Duplicates/FLV/spencer 2 copy.flv,,"same base name, lower-priority format",2 Review/spencer 2 copy.mp4
SKIPPED,9a Duplicates/Duplicates/Spencer and Mike tell an ethnic jokeR.wmv,,"same base name, lower-priority format",2 Review/Spencer and Mike tell an ethnic jokeR.mp4
SKIPPED,9a Duplicates/FLV/Spencer and Mike tell an ethnic jokeR.flv,,"same base name, lower-priority format",2 Review/Spencer and Mike tell an ethnic jokeR.mp4
SKIPPED,9a Duplicates/MP4 bad audio/spencer copy.mp4,,same base name and format in different folder,2 Review/spencer copy.mp4
SKIPPED,9a Duplicates/FLV/spencer copy.flv,,"same base name, lower-priority format",2 Review/spencer copy.mp4
SKIPPED,9a Duplicates/Duplicates/spencerbabyjoke.wmv,,"same base name, lower-priority format",2 Review/spencerbabyjoke.mp4
SKIPPED,9a Duplicates/FLV/spencerbabyjoke.flv,,"same base name, lower-priority format",2 Review/spencerbabyjoke.mp4
SKIPPED,9a Duplicates/FLV/sperm bank copy.flv,,"same base name, lower-priority format",2 Review/sperm bank copy.mp4
SKIPPED,2 Review/Squint tells christopher riev joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Squint tells christopher riev joke.mp4
SKIPPED,9a Duplicates/FLV/Squint tells christopher riev joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Squint tells christopher riev joke.mp4
SKIPPED,2 Review/squints tells gay joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/squints tells gay joke.mp4
SKIPPED,9a Duplicates/FLV/squints tells gay joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/squints tells gay joke.mp4
SKIPPED,2 Review/squirrel and bagel copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/squirrel and bagel copy.mp4
SKIPPED,9a Duplicates/FLV/squirrel and bagel copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/squirrel and bagel copy.mp4
SKIPPED,9a Duplicates/FLV/Sr gillan tells a gay joke.flv,,"same base name, lower-priority format",2 Review/Sr gillan tells a gay joke.mov
SKIPPED,2 Review/stacey basso copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/stacey basso copy.mp4
SKIPPED,9a Duplicates/FLV/stacey basso copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/stacey basso copy.mp4
SKIPPED,2 Review/stacey copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/stacey copy.mp4
SKIPPED,9a Duplicates/FLV/stacey copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/stacey copy.mp4
SKIPPED,9a Duplicates/Duplicates/Stacy tells an ethnic jokeR.wmv,,"same base name, lower-priority format",2 Review/Stacy tells an ethnic jokeR.mp4
SKIPPED,9a Duplicates/FLV/Stacy tells an ethnic jokeR.flv,,"same base name, lower-priority format",2 Review/Stacy tells an ethnic jokeR.mp4
SKIPPED,9a Duplicates/FLV/starving mexican copy.flv,,"same base name, lower-priority format",2 Review/starving mexican copy.mp4
SKIPPED,2 Review/Stefan tells a lepard joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Stefan tells a lepard joke.mp4
SKIPPED,9a Duplicates/FLV/Stefan tells a lepard joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Stefan tells a lepard joke.mp4
SKIPPED,9a Duplicates/Duplicates/Stephanie and Evelyn tell an ethnic joke13.mp4,,same base name and format in different folder,9a Duplicates/MP4 bad audio/Stephanie and Evelyn tell an ethnic joke13.mp4
SKIPPED,2 Review/Stephanie and Evelyn tell an ethnic joke13.wmv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Stephanie and Evelyn tell an ethnic joke13.mp4
SKIPPED,9a Duplicates/FLV/Stephanie and Evelyn tell an ethnic joke13.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Stephanie and Evelyn tell an ethnic joke13.mp4
SKIPPED,2 Review/Stephanie telling a jack joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Stephanie telling a jack joke.mp4
SKIPPED,9a Duplicates/FLV/Stephanie telling a jack joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Stephanie telling a jack joke.mp4
SKIPPED,2 Review/Stephanie tells a Chicken Joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Stephanie tells a Chicken Joke.mp4
SKIPPED,2 Review/Stephany tells polish joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Stephany tells polish joke.mp4
SKIPPED,9a Duplicates/FLV/Stephany tells polish joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Stephany tells polish joke.mp4
SKIPPED,9a Duplicates/Duplicates/Stern fan almost tells a yo momma jokeR.wmv,,"same base name, lower-priority format",2 Review/Stern fan almost tells a yo momma jokeR.mp4
SKIPPED,9a Duplicates/FLV/Stern fan almost tells a yo momma jokeR.flv,,"same base name, lower-priority format",2 Review/Stern fan almost tells a yo momma jokeR.mp4
SKIPPED,9a Duplicates/Duplicates/Stern fan does an angry pirate jokeR.wmv,,"same base name, lower-priority format",2 Review/Stern fan does an angry pirate jokeR.mp4
SKIPPED,9a Duplicates/FLV/Stern fan does an angry pirate jokeR.flv,,"same base name, lower-priority format",2 Review/Stern fan does an angry pirate jokeR.mp4
SKIPPED,9a Duplicates/Duplicates/Stern fan tells an ethnic jokeR.wmv,,"same base name, lower-priority format",2 Review/Stern fan tells an ethnic jokeR.mp4
SKIPPED,9a Duplicates/FLV/Stern fan tells an ethnic jokeR.flv,,"same base name, lower-priority format",2 Review/Stern fan tells an ethnic jokeR.mp4
SKIPPED,2 Review/steve 2 copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve 2 copy.mp4
SKIPPED,9a Duplicates/FLV/steve 2 copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve 2 copy.mp4
SKIPPED,2 Review/steve 3 copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve 3 copy.mp4
SKIPPED,9a Duplicates/FLV/steve 3 copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve 3 copy.mp4
SKIPPED,2 Review/steve copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve copy.mp4
SKIPPED,9a Duplicates/FLV/steve copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve copy.mp4
SKIPPED,2 Review/steve from mastic copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve from mastic copy.mp4
SKIPPED,9a Duplicates/FLV/steve from mastic copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve from mastic copy.mp4
SKIPPED,2 Review/steve from norway copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve from norway copy.mp4
SKIPPED,2 Review/steve irwin joke 2 copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve irwin joke 2 copy.mp4
SKIPPED,9a Duplicates/FLV/steve irwin joke 2 copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve irwin joke 2 copy.mp4
SKIPPED,2 Review/steve irwin joke copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve irwin joke copy.mp4
SKIPPED,9a Duplicates/FLV/steve irwin joke copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/steve irwin joke copy.mp4
SKIPPED,9a Duplicates/Duplicates/Steve S tells a cash jokeR.wmv,,"same base name, lower-priority format",2 Review/Steve S tells a cash jokeR.mp4
SKIPPED,9a Duplicates/FLV/Steve S tells a cash jokeR.flv,,"same base name, lower-priority format",2 Review/Steve S tells a cash jokeR.mp4
SKIPPED,9a Duplicates/Duplicates/Steve tells a Beethoven joke.wmv,,"same base name, lower-priority format",2 Review/Steve tells a Beethoven joke.mp4
SKIPPED,9a Duplicates/FLV/Steve tells a Beethoven joke.flv,,"same base name, lower-priority format",2 Review/Steve tells a Beethoven joke.mp4
SKIPPED,9a Duplicates/Duplicates/Steve tells a JFK jokeR.wmv,,"same base name, lower-priority format",2 Review/Steve tells a JFK jokeR.mp4
SKIPPED,9a Duplicates/FLV/Steve tells a JFK jokeR.flv,,"same base name, lower-priority format",2 Review/Steve tells a JFK jokeR.mp4
SKIPPED,9a Duplicates/FLV/Steve tells a woman joke 3 .flv,,"same base name, lower-priority format",2 Review/Steve tells a woman joke 3 .mp4
SKIPPED,9a Duplicates/Duplicates/Steve tells an ethnic joke13.wmv,,"same base name, lower-priority format",2 Review/Steve tells an ethnic joke13.mp4
SKIPPED,9a Duplicates/FLV/Steve tells an ethnic joke13.flv,,"same base name, lower-priority format",2 Review/Steve tells an ethnic joke13.mp4
SKIPPED,9a Duplicates/Duplicates/Steve tells an ethnic jokeR.wmv,,"same base name, lower-priority format",2 Review/Steve tells an ethnic jokeR.mp4
SKIPPED,9a Duplicates/FLV/Steve tells an ethnic jokeR.flv,,"same base name, lower-priority format",2 Review/Steve tells an ethnic jokeR.mp4
SKIPPED,2 Review/Steve tells gay joke 5.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Steve tells gay joke 5.mp4
SKIPPED,9a Duplicates/FLV/Steve tells gay joke 5.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Steve tells gay joke 5.mp4
SKIPPED,2 Review/Steve tells racist joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Steve tells racist joke.mp4
SKIPPED,9a Duplicates/FLV/Steve tells racist joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Steve tells racist joke.mp4
SKIPPED,2 Review/steven becker copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steven becker copy.mp4
SKIPPED,9a Duplicates/FLV/steven becker copy-1.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/steven becker copy-1.mp4
SKIPPED,2 Review/steven oreilly copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steven oreilly copy.mp4
SKIPPED,9a Duplicates/FLV/steven oreilly copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/steven oreilly copy.mp4
SKIPPED,2 Review/steven ortiz copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/steven ortiz copy.mp4
SKIPPED,9a Duplicates/FLV/steven ortiz copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/steven ortiz copy.mp4
SKIPPED,2 Review/Steven tells a blonde joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Steven tells a blonde joke.mp4
SKIPPED,9a Duplicates/FLV/Steven tells a blonde joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Steven tells a blonde joke.mp4
SKIPPED,2 Review/still another mj joke copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/still another mj joke copy.mp4
SKIPPED,9a Duplicates/FLV/still another mj joke copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/still another mj joke copy.mp4
SKIPPED,9a Duplicates/FLV/streaker joke copy.flv,,"same base name, lower-priority format",2 Review/streaker joke copy.mp4
SKIPPED,9a Duplicates/Duplicates/Street guy tells a Christmas jokeR.wmv,,"same base name, lower-priority format",2 Review/Street guy tells a Christmas jokeR.mp4
SKIPPED,9a Duplicates/FLV/Street guy tells a Christmas jokeR.flv,,"same base name, lower-priority format",2 Review/Street guy tells a Christmas jokeR.mp4
SKIPPED,9a Duplicates/FLV/stupid banana joke copy.flv,,"same base name, lower-priority format",2 Review/stupid banana joke copy.mp4
SKIPPED,2 Review/stuttering dick copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/stuttering dick copy.mp4
SKIPPED,9a Duplicates/FLV/stuttering dick copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/stuttering dick copy.mp4
SKIPPED,2 Review/suaheko tell 2 jokes copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/suaheko tell 2 jokes copy.mp4
SKIPPED,2 Review/Superfly tells ethnic joke 5.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Superfly tells ethnic joke 5.mp4
SKIPPED,9a Duplicates/FLV/Superfly tells ethnic joke 5.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Superfly tells ethnic joke 5.mp4
SKIPPED,9a Duplicates/MP4 bad audio/Superman 5.mp4,,same base name and format in different folder,2 Review/Superman 5.mp4
SKIPPED,9a Duplicates/FLV/Superman 5.flv,,"same base name, lower-priority format",2 Review/Superman 5.mp4
SKIPPED,9a Duplicates/FLV/superman joke copy.flv,,"same base name, lower-priority format",2 Review/superman joke copy.mp4
SKIPPED,9a Duplicates/MP4 bad audio/superman5R.mp4,,same base name and format in different folder,2 Review/superman5R.mp4
SKIPPED,9a Duplicates/FLV/superman5R.flv,,"same base name, lower-priority format",2 Review/superman5R.mp4
SKIPPED,2 Review/sure will tells redneck joke 2.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/sure will tells redneck joke 2.mp4
SKIPPED,9a Duplicates/FLV/sure will tells redneck joke 2.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/sure will tells redneck joke 2.mp4
SKIPPED,2 Review/susan fabricante copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/susan fabricante copy.mp4
SKIPPED,2 Review/susan gay bob copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/susan gay bob copy.mp4
SKIPPED,2 Review/Susan tells man jokes 3.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Susan tells man jokes 3.mp4
SKIPPED,9a Duplicates/FLV/Susan tells man jokes 3.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Susan tells man jokes 3.mp4
SKIPPED,2 Review/suz copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/suz copy.mp4
SKIPPED,9a Duplicates/FLV/suz copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/suz copy.mp4
SKIPPED,2 Review/suzanne 2 copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/suzanne 2 copy.mp4
SKIPPED,9a Duplicates/FLV/suzanne 2 copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/suzanne 2 copy.mp4
SKIPPED,9a Duplicates/FLV/suzanne copy.flv,,"same base name, lower-priority format",2 Review/suzanne copy.mp4
SKIPPED,2 Review/Sydney tells number joke 2.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Sydney tells number joke 2.mp4
SKIPPED,9a Duplicates/FLV/Sydney tells number joke 2.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Sydney tells number joke 2.mp4
SKIPPED,9a Duplicates/FLV/Sylvio.flv,,"same base name, lower-priority format",9a Duplicates/MP4 bad audio/Sylvio.mp4
SKIPPED,2 Review/t 2 copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 2 copy.mp4
SKIPPED,9a Duplicates/FLV/t 2 copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 2 copy.mp4
SKIPPED,2 Review/t 3 copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 3 copy.mp4
SKIPPED,9a Duplicates/FLV/t 3 copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 3 copy.mp4
SKIPPED,2 Review/t 4 copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 4 copy.mp4
SKIPPED,9a Duplicates/FLV/t 4 copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 4 copy.mp4
SKIPPED,2 Review/t 5.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 5.mp4
SKIPPED,9a Duplicates/FLV/t 5.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 5.mp4
SKIPPED,2 Review/t 6 copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 6 copy.mp4
SKIPPED,9a Duplicates/FLV/t 6 copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 6 copy.mp4
SKIPPED,2 Review/t 7 copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 7 copy.mp4
SKIPPED,9a Duplicates/FLV/t 7 copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/t 7 copy.mp4
SKIPPED,2 Review/t copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/t copy.mp4
SKIPPED,9a Duplicates/FLV/t copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/t copy.mp4
SKIPPED,2 Review/talking muffin copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/talking muffin copy.mp4
SKIPPED,9a Duplicates/FLV/talking muffin copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/talking muffin copy.mp4
SKIPPED,2 Review/tamp copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/tamp copy.mp4
SKIPPED,9a Duplicates/FLV/tamp copy.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/tamp copy.mp4
SKIPPED,2 Review/tara tells a women jokeR.wmv,,"same base name, lower-priority format",9a Duplicates/Duplicates/tara tells a women jokeR.mp4
SKIPPED,9a Duplicates/FLV/tara tells a women jokeR.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/tara tells a women jokeR.mp4
SKIPPED,9a Duplicates/Duplicates/Tara tells an elephant joke13.wmv,,"same base name, lower-priority format",2 Review/Tara tells an elephant joke13.mp4
SKIPPED,9a Duplicates/FLV/Tara tells an elephant joke13.flv,,"same base name, lower-priority format",2 Review/Tara tells an elephant joke13.mp4
SKIPPED,9a Duplicates/Duplicates/tara_ethnicjokeR.wmv,,"same base name, lower-priority format",2 Review/tara_ethnicjokeR.mp4
SKIPPED,9a Duplicates/FLV/tara_ethnicjokeR.flv,,"same base name, lower-priority format",2 Review/tara_ethnicjokeR.mp4
SKIPPED,"2 Review/Tasha, heather, molly tell poo joke.mov",,"same base name, lower-priority format","9a Duplicates/Duplicates/Tasha, heather, molly tell poo joke.mp4"
SKIPPED,"9a Duplicates/FLV/Tasha, heather, molly tell poo joke.flv",,"same base name, lower-priority format","9a Duplicates/Duplicates/Tasha, heather, molly tell poo joke.mp4"
SKIPPED,2 Review/Tatiana tells a chicken joke.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tatiana tells a chicken joke.mp4
SKIPPED,9a Duplicates/FLV/Tatiana tells a chicken joke.flv,,"same base name, lower-priority format",9a Duplicates/Duplicates/Tatiana tells a chicken joke.mp4
SKIPPED,9a Duplicates/Duplicates/Taylor and Courtney tell a Disney Japan joke13.wmv,,"same base name, lower-priority format",2 Review/Taylor and Courtney tell a Disney Japan joke13.mp4
SKIPPED,9a Duplicates/FLV/Taylor and Courtney tell a Disney Japan joke13.flv,,"same base name, lower-priority format",2 Review/Taylor and Courtney tell a Disney Japan joke13.mp4
SKIPPED,9a Duplicates/Duplicates/Taylor tells an ethnic joke13.wmv,,"same base name, lower-priority format",2 Review/Taylor tells an ethnic joke13.mp4
SKIPPED,9a Duplicates/FLV/Taylor tells an ethnic joke13.flv,,"same base name, lower-priority format",2 Review/Taylor tells an ethnic joke13.mp4
SKIPPED,2 Review/ted copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/ted copy.mp4
SKIPPED,9a Duplicates/Duplicates/ted copy - Copy.mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/ted copy - Copy.mp4
SKIPPED,9a Duplicates/Duplicates/ted copy - Copy (2).mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/ted copy - Copy (2).mp4
SKIPPED,9a Duplicates/Duplicates/ted copy - Copy (3).mov,,"same base name, lower-priority format",9a Duplicates/Duplicates/ted copy - Copy (3).mp4
